query,title,query_count,title_count,cooccurrence,npmi,similarity
410a,r410a,229,273,11,0.6058275400471991,0.6199750900268555
bram,dracula,84,241,15,0.7104422572578067,0.6198710203170776
dustbin,trash,155,10111,36,0.5159665148778085,0.619865894317627
gemini,constellation,365,614,13,0.5415235503041569,0.6198534965515137
rhinestones,gems,2750,1561,62,0.5029687341873073,0.6198499798774719
patty,burgers,397,431,11,0.5423015035950315,0.619741678237915
ponsetta,poinsettia,16,499,22,0.8150527703340977,0.6196551322937012
vibrators,clitoral,179,315,10,0.6027032243792962,0.6196287870407104
lollipops,pops,462,1492,33,0.5627070415987758,0.6196116805076599
harman,kardon,567,407,37,0.6496857816257581,0.6195374131202698
kardon,harman,407,567,45,0.672047453380167,0.6195374131202698
filament,spool,2602,2132,110,0.547651343609918,0.6193122267723083
vaccumscleaners,cleaner,16,29359,14,0.5014286309903381,0.6192917227745056
zfive,z558vl,143,69,11,0.722314019789985,0.619290828704834
tiller,cultivator,381,307,29,0.668343388775753,0.6192640066146851
mailers,postal,1659,456,31,0.5498317119025353,0.6192561388015747
ramen,noodle,1197,1682,75,0.5778599415767056,0.6192039847373962
noodle,ramen,1682,1197,40,0.5097305961935447,0.6192039847373962
knifes,sharpener,321,4306,47,0.5527653369396025,0.6191866993904114
holsters,ruger,751,1065,20,0.5016469288691372,0.6191845536231995
melatonin,sleep,1680,27403,322,0.511266637045426,0.6189958453178406
952,8730,128,184,10,0.6574543953247183,0.6189956665039062
dogman,man,18,16937,32,0.6146448733577968,0.6189911365509033
stephens,stephen,62,1107,29,0.7041702204534745,0.6189778447151184
951,8630,272,131,12,0.6503587962901768,0.6189716458320618
guarding,guardian,41,1741,11,0.5974617296860739,0.6188876628875732
menorahs,candles,32,10960,12,0.5052829564444605,0.6188230514526367
beddies,duvet,14,12393,11,0.5414244974656532,0.6188136339187622
chinaware,dinnerware,33,4659,16,0.5865589027352128,0.618777871131897
aeronautical,pilot,83,5056,13,0.5015245202231651,0.6187519431114197
internet,offline,3744,507,35,0.500017481408389,0.6187207698822021
surfboard,fins,907,633,19,0.5182776918057033,0.618655264377594
fins,surfboard,633,907,21,0.5282728634231307,0.618655264377594
yeezys,adidas,40,20769,40,0.5705349698985219,0.6184815764427185
eargasm,earplugs,38,863,12,0.6556243976506294,0.6184273958206177
padlocks,shackle,412,647,12,0.5226898069724906,0.6184200048446655
fauxsucculent,fake,16,14103,11,0.5248442564049763,0.6183121800422668
backs,tiebacks,1421,615,73,0.6346010108464268,0.618207573890686
holsters,firearm,751,311,11,0.522669600743582,0.6180809736251831
fishes,aquariums,160,923,11,0.5515915192023102,0.6180534362792969
virgo,zodiac,140,892,27,0.6559914615447077,0.6179230809211731
lincoln,abraham,1490,63,12,0.588904547062408,0.6178664565086365
braces,orthodontic,1957,436,50,0.5931184547672853,0.6178464293479919
texas,longhorns,3383,178,18,0.5098269257226489,0.6178227663040161
longhorns,texas,178,3383,56,0.6303182873535567,0.6178227066993713
charles,dickens,1100,116,10,0.5514827016016962,0.6178030967712402
dickens,charles,116,1100,10,0.5514827016016962,0.6178030967712402
h40p,h68gk,62,40,10,0.7986266030787318,0.6178022623062134
ketchup,heinz,602,142,21,0.6535477983609078,0.617721438407898
humidifiers,vaporizer,1818,649,26,0.5019931264902976,0.6176137924194336
dna,ancestry,1203,134,22,0.6167705444079752,0.6175363659858704
beringer,behringer,12,258,12,0.8053562874156329,0.6173797845840454
350z,g35,219,111,15,0.6986663948691569,0.61729896068573
bluetooth+wireless+fullsize+keyboard,keyboard,13,27021,31,0.6016191516129334,0.6172604560852051
menorahs,hanukkah,32,578,19,0.7427651643451634,0.6172469854354858
traps,catchmaster,1669,133,29,0.6252868519029096,0.6172440648078918
katanas,sword,27,2648,16,0.6360374567313054,0.6172351837158203
tempature,thermometer,35,10676,43,0.6335316414041968,0.6171861886978149
vibrator,massager,1478,14148,251,0.5437091289590454,0.6171779036521912
qtips,q,119,3354,16,0.5249119966009094,0.6171590685844421
repricating,reciprocating,16,623,20,0.7891581772821958,0.6171187162399292
giuseppe,zanotti,55,48,16,0.8492149529990591,0.6170444488525391
zanotti,giuseppe,48,55,16,0.849214952999059,0.6170444488525391
sunhats,hat,30,36135,47,0.5696430513947487,0.6169701814651489
garmin,gpsmap,4080,74,13,0.5225197113142722,0.6169166564941406
railings,balcony,86,2697,14,0.546641922127934,0.6168918609619141
libido,testosterone,256,828,15,0.5593039971318771,0.6168441772460938
vaccumm,vacuum,23,27002,30,0.5596985337728912,0.6168022155761719
fishes,goldfish,160,512,21,0.6563489990738683,0.6167506575584412
thor,ragnarok,959,63,10,0.5983715503026379,0.6167408227920532
sat,test,205,8314,34,0.5043808497621548,0.6166785955429077
ashtray,cigarette,522,2460,29,0.5073262769452147,0.6166621446609497
vines,ivy,1344,2367,51,0.503395616832096,0.6166301965713501
recess,playground,214,1114,12,0.529775097049639,0.6165695190429688
prelit,lit,341,3381,71,0.611541454902825,0.6165623664855957
52x28,52w,55,318,11,0.6861970147939287,0.6165407299995422
didlo,ðịdlọ,271,89,13,0.6836664952073649,0.6165206432342529
mee,timmee,73,48,15,0.8233146315458613,0.616438627243042
hotpot,pot,24,18108,25,0.5645314273420671,0.6163944005966187
colehaan,haan,16,1513,16,0.7060198651826572,0.6163700819015503
m15w,m28a,55,30,15,0.8717808930143691,0.6161306500434875
952xl,8702,205,174,31,0.7560243144808493,0.6160920858383179
cessation,quit,18,384,12,0.7544028891109563,0.616057276725769
caliber,.22,1693,362,19,0.5140112560095967,0.6159310340881348
focal,microscope,651,709,16,0.5155203752821045,0.6159124970436096
hamburger,patty,438,397,40,0.6779600732944553,0.6158976554870605
patty,hamburger,397,438,43,0.6863371444177686,0.6158975958824158
portland,blazers,171,402,11,0.5998385593178017,0.615841805934906
dlink,link,20,8626,20,0.6022179772522517,0.6158296465873718
smikless,smokeless,12,537,10,0.7387390326992361,0.6158055663108826
lamps.,headlamp,16,1279,18,0.7300452325369267,0.6158015727996826
comfortors,bedding,12,20872,14,0.5417196638154155,0.6157574653625488
ignition,detonation,1642,102,13,0.5600953178675173,0.6156500577926636
torch,lighter,3265,4274,162,0.5230802577583771,0.6155588626861572
itsy,bitsy,115,106,13,0.7271793267744104,0.6155085563659668
bitsy,itsy,106,115,13,0.7271793267744104,0.6155085563659668
pasta,linguine,3516,46,10,0.5366147757275477,0.6154502630233765
dans,dan,41,656,29,0.7671278478939395,0.6153535842895508
vibrators,vibration,179,6157,30,0.5210641607194063,0.6153430938720703
holster,glock,11991,1762,185,0.5067608175947087,0.6153242588043213
axel,axle,84,1781,28,0.647918169045772,0.6152987480163574
wafel,stroopwafels,16,155,21,0.8864044620965511,0.6152594089508057
skates,rink,2723,89,15,0.5506848444059935,0.615189254283905
katana,sword,816,2648,171,0.6716951892954699,0.6149789690971375
weighted,15lbs,7634,543,63,0.5071525708651554,0.6149789690971375
sword,katana,2648,816,60,0.5479898084465948,0.6149789690971375
champagne,prosecco,5420,65,14,0.5198614924141433,0.6149641871452332
phone6s,mobile,24,16375,13,0.5057079878382337,0.6148232221603394
afresh,affresh,19,233,18,0.829736000988328,0.6148091554641724
faxion,frixion,16,1078,17,0.7347217572066924,0.6147235035896301
lipgloss,gloss,437,7562,95,0.5689123505330062,0.6147043108940125
turbine,rotor,782,934,40,0.5793796756467757,0.6145996451377869
rotor,turbine,934,782,43,0.5872645926267324,0.6145996451377869
1.77,.177,181,1135,16,0.5678302121967957,0.6145791411399841
tumeric,turmeric,290,2902,143,0.7201734006635482,0.6145569086074829
xte,zte,23,871,47,0.8468558769334107,0.6144745349884033
251,250xl,347,116,13,0.6510081630917688,0.6144735813140869
h10,9040,275,74,12,0.6858967243960457,0.6144598722457886
carlos,santana,388,202,16,0.6301002740599205,0.6144486665725708
santana,carlos,202,388,32,0.7065399896210293,0.6144486665725708
writting,cursive,60,1713,10,0.565048917057361,0.6144446730613708
rodgers,packers,117,790,13,0.5980000818393763,0.6143824458122253
wikipedia,etc.,15,2652,15,0.66697134693511,0.6142509579658508
bookbags,backpack,639,36499,193,0.5040622111559487,0.6142212748527527
mariano,rivera,104,230,22,0.7426553082301802,0.6140328049659729
rivera,mariano,230,104,20,0.731765105196869,0.6140328049659729
sports+shoes+for+men,skechers,11,7952,11,0.584635577859619,0.614030122756958
starwars,wars,39,14319,16,0.503207451176215,0.6140285730361938
5se,5s,99,4088,25,0.5692712392551684,0.6139654517173767
buttermints,mints,72,687,19,0.6784837257055107,0.6139340996742249
reptile,amphibians,1377,148,12,0.539723684704017,0.6139323711395264
juicer,squeezer,1025,525,18,0.5171497106792439,0.6139208674430847
squeezer,juicer,525,1025,55,0.6361525425724797,0.6139208674430847
jitsu,grappling,102,244,11,0.6639402658483788,0.613913893699646
pikleball,balls,40,16289,34,0.5697014500156349,0.613778293132782
pill+case+for+purse,purse,14,12007,10,0.5341950561183993,0.6137405633926392
tirecover,wheel,23,21331,23,0.547875513753101,0.6136734485626221
adobe,pdf,567,295,11,0.5437343457180597,0.6136171817779541
locator,finder,779,2912,46,0.516091028392164,0.6135241389274597
password,username,1389,30,10,0.6216701052641224,0.613500714302063
skateboard,longboard,5557,1119,148,0.5736952698873501,0.613497257232666
handtowels,towels,16,13956,15,0.555953585179549,0.6133986115455627
atar,zaatar,66,34,14,0.8438069605804496,0.6133187413215637
autograph,signed,452,834,27,0.5820986129523437,0.613298237323761
healed,scars,48,1186,10,0.602102138744291,0.6132760643959045
scars,healed,1186,48,10,0.6021021387442911,0.6132760643959045
harry,hogwarts,6249,579,119,0.5884203313666204,0.6132755875587463
clipoers,trimmer,16,12145,11,0.5342748864813383,0.6132410168647766
recling,recliner,16,5852,10,0.5708952750138621,0.6131024956703186
hanson,hansen,70,1155,16,0.6280919777505659,0.6131013035774231
porsche,motorsport,515,344,35,0.6614399043741487,0.6130034923553467
motorsport,porsche,344,515,33,0.6548124719085212,0.6130034923553467
colostomy,ostomy,68,102,13,0.7631363280694875,0.6130011081695557
billard,billiard,24,1027,10,0.6546017267666441,0.6129410862922668
transmitter,radiolink,3966,71,19,0.5648323305192083,0.612804651260376
tupperware,containers,200,18382,175,0.6340253467322484,0.6127485036849976
vols,tennessee,35,420,13,0.7152403374483286,0.6126493811607361
watches,rolex,5137,1070,78,0.5100125512078024,0.6126425862312317
clearairpod,airpods,5,18715,12,0.5891042369355051,0.6126046180725098
motherboards,pcie,55,3538,15,0.5648087981054917,0.612460732460022
marks,scars,1377,1186,32,0.5010997042453699,0.612446665763855
fangs,vampire,416,1668,27,0.5412899108424305,0.6124259233474731
vampire,fangs,1668,416,50,0.6075405134791177,0.6124258041381836
tablelight,lamp,19,36191,28,0.5456555651029269,0.6123634576797485
asuz,asus,16,6936,16,0.6076251566649232,0.6123620867729187
502,3750,298,136,14,0.6584093411458091,0.6123192310333252
pill+case+for+purse,pill,14,5369,36,0.7230991588723182,0.6122891306877136
laces,shoestring,2061,72,11,0.5512880600590249,0.6121905446052551
grinder,mill,8328,2950,229,0.5200802076229868,0.6121244430541992
aeronautical,faa,83,177,13,0.7152793897545887,0.6121208071708679
mayo,clinic,669,540,18,0.5430984328676712,0.6121163368225098
clinic,mayo,540,669,20,0.5537584207743762,0.6121163368225098
mastrubtor,masturbation,16,252,14,0.8062625594521021,0.6121125221252441
gpad,g,60,15351,40,0.5634473770693889,0.6120662689208984
friday,13th,743,676,31,0.577480737866502,0.611976683139801
13th,friday,676,743,33,0.5841667911472449,0.6119766235351562
404,found,852,1078,111,0.6815291305463818,0.6119588017463684
found,404,1078,852,134,0.7052490267795037,0.6119588017463684
cardstovk,cardstock,15,1930,11,0.6544014635731935,0.6119476556777954
sagittarius,zodiac,111,892,14,0.6011801359594358,0.6119171977043152
papertowels,towels,17,13956,16,0.5585251545025699,0.611819326877594
wildcat,wildcats,105,348,16,0.6794136113202595,0.6117764115333557
carriers,airline,1614,1031,34,0.5060078347769522,0.6117633581161499
cock,erection,413,125,12,0.6268368811989129,0.6117434501647949
stevia,sweetener,1449,1913,154,0.6395895173883213,0.6117217540740967
perfume,spray,4523,38659,778,0.5111538563410919,0.6116936206817627
w541,l440,42,33,11,0.8461529024212254,0.6116254925727844
rsvp,r.s.v.p.,368,59,13,0.6903705114640849,0.6116154789924622
university,hbcu,3720,65,14,0.5439751537504856,0.6115491390228271
xmradio,sirius,16,232,11,0.7839961062007365,0.6115114688873291
nikon,d5600,2590,71,16,0.5749897544643957,0.6114822626113892
thermarest,therm,23,185,21,0.8508954373154033,0.6113382577896118
backs,holdbacks,1421,355,51,0.6320360466790477,0.6113157868385315
barges,river,15,2921,17,0.674239461045802,0.6112599968910217
wu,tang,122,1001,12,0.5722123159770646,0.611248791217804
tang,wu,1001,122,12,0.5722123159770646,0.6112487316131592
twigs,twig,81,349,10,0.6460051515772306,0.6112294793128967
potter,wizard,5484,1535,108,0.5148156328177035,0.6112151145935059
a20,a50,2805,2244,79,0.5016323319191139,0.6111198663711548
spledor,splendor,10,261,10,0.7954223046223065,0.6110879182815552
daners,danner,20,512,19,0.781401889888769,0.611074686050415
peddles,pedal,37,5073,26,0.6246359390943017,0.6110222339630127
zte,z558vl,871,69,11,0.6083162953139215,0.6110221147537231
cutters,pruner,2679,346,27,0.521922469509991,0.6110116839408875
dysom,dyson,14,2316,14,0.6727026891532242,0.6109000444412231
coin,nickels,7019,149,27,0.5138507104568596,0.610719621181488
clitoral,vibrạtor,315,246,11,0.5922806448551609,0.610715925693512
clitoral,vibrator,315,1478,27,0.5679794596269877,0.610715925693512
vibrator,clitoral,1478,315,29,0.5755094375986161,0.610715925693512
autism,disability,2215,325,37,0.5719575902872437,0.6105597019195557
disability,autism,325,2215,52,0.6093789116135099,0.6105597019195557
kcup,k,172,22364,75,0.5313848549779785,0.610555112361908
cartridges,epson,3557,1845,89,0.5116074268526173,0.610552966594696
memberscip,membership,15,678,15,0.7547439936566559,0.6104822158813477
antenna,coax,5855,1600,147,0.5419777761079339,0.6104743480682373
garden+clogs+for+women,clog,15,4439,10,0.5922749385333403,0.6104639768600464
cbd,thc,329,390,11,0.5604624177109153,0.6104087829589844
nightbreaker,breaker,18,2235,14,0.6588821747742818,0.6103010773658752
.5cc,5ml,13,1383,11,0.684457195402985,0.6102843880653381
irrigation,drip,1408,4109,123,0.5573922094848293,0.6102537512779236
drip,irrigation,4109,1408,106,0.5403385513095337,0.6102537512779236
auntie,nephew,383,254,12,0.5866394655628419,0.6101946830749512
prison,warden,377,69,12,0.670320706101713,0.6101215481758118
warden,prison,69,377,16,0.7013727216711405,0.6101215481758118
arent,aren,25,149,11,0.7837755279201126,0.6101098656654358
busters,mythbusters,205,60,15,0.7425067931427737,0.6100955605506897
fauxsucculent,artificial,16,19430,17,0.5471200679287913,0.6100728511810303
hotwheels,wheels,163,21449,83,0.5495161767695814,0.6099979281425476
shells,seashells,1395,243,30,0.6004802025159088,0.6099395751953125
hydrogen,peroxide,339,1225,36,0.6065370906641415,0.6098548769950867
peroxide,hydrogen,1225,339,35,0.6034566610177915,0.6098548769950867
616,d616d,201,80,20,0.7578042889443127,0.609826922416687
honeywee,honeywell,16,3329,16,0.6550607913490373,0.6097809076309204
marc,jacobs,1103,330,33,0.605996615174822,0.609729528427124
jacobs,marc,330,1103,22,0.56303250551475,0.609729528427124
magswitch,magjig,73,12,12,0.885451944276135,0.6095609664916992
d32h,d1,59,570,20,0.7094261985842616,0.6095311045646667
spigot,valves,613,884,19,0.5220541641543944,0.6094762086868286
carports,garage,49,14703,19,0.5034429433615415,0.6094706654548645
mens+polo+big+and+tall,polo,39,12273,41,0.6111410505565472,0.6093276143074036
hamicks,hammock,41,6978,76,0.719570209318624,0.6092812418937683
plants,succulents,13001,1812,196,0.5050781504302168,0.609114944934845
instruments,tambourine,2579,165,26,0.5700302142681898,0.6090469360351562
sodastream,carbonator,258,76,10,0.6689486722054755,0.6090070009231567
goalkeeper,goal,180,1527,11,0.5123967557871378,0.6089727282524109
accupressure,relief,15,32128,15,0.5064480211034394,0.6089375019073486
mart,nauticalmart,313,68,15,0.7072183482519975,0.6089189052581787
honk,bonk,89,45,15,0.8147145824372919,0.6089048981666565
hoverboard,scooter,1334,8366,114,0.5000062821824869,0.6087157726287842
caskets,cremation,146,1546,20,0.584595906651361,0.6086767911911011
hankerchief,handkerchief,98,390,11,0.6368747145378236,0.6086750030517578
levitating,floating,106,13794,38,0.5263253919131943,0.6086634993553162
michigan,spartans,787,204,44,0.6945355839467551,0.608614981174469
spartans,michigan,204,787,16,0.583761788336324,0.608614981174469
kettle,boiler,4741,1088,104,0.5466180886834411,0.6084222793579102
targaryen,thrones,116,889,12,0.5829396385253419,0.6083514094352722
imcubus,incubus,13,65,12,0.887737729007283,0.608346164226532
peppers,chiles,358,80,16,0.6951556195969625,0.6083291172981262
pizza,crusts,3942,88,25,0.5795285066475372,0.6082596778869629
swinwear,swimwear,30,6530,10,0.5245958205125726,0.6082046627998352
clocks,alarm,1824,14351,241,0.5211940143276648,0.6081759333610535
usmc,corps,410,863,20,0.5551209911053187,0.6081491112709045
corps,usmc,863,410,22,0.5649003678139027,0.6081490516662598
tranpolines,trampoline,16,3397,32,0.7313030030346487,0.6079621911048889
zujiroshi,zojirushi,12,609,12,0.7508684913646336,0.6079302430152893
650nm,5mw,120,82,11,0.7224869059599602,0.6078457236289978
cf226a,m426dw,110,72,11,0.7361823321284238,0.6078261137008667
tepe,ptfe,13,371,11,0.7674765494009324,0.60780930519104
floats,inflatable,1604,16334,213,0.5065446078692689,0.6077741384506226
bug,insect,4923,3179,205,0.5419500602144809,0.6077372431755066
brakes,rotors,858,912,57,0.6139086730641783,0.6077066659927368
hornets,nba,241,2569,23,0.5324797461441029,0.6076757311820984
compressor,inflator,3893,1999,90,0.5004388003555579,0.6076627969741821
inflator,compressor,1999,3893,156,0.5629744070849766,0.6076627969741821
license+plate+light+bulbs,plate,16,23405,14,0.5159497600533213,0.6075781583786011
higher,risers,622,998,18,0.5078479083441433,0.6075441241264343
tanning,tanner,2876,884,96,0.5892763572314389,0.6073967814445496
tanner,tanning,884,2876,89,0.5805308195985346,0.6073967814445496
siege,war,233,4534,24,0.5013496382463705,0.6073368787765503
fingerboards,fingerbird,151,33,11,0.7654174212650161,0.6073351502418518
exhaust,muffler,4199,675,59,0.5270044805832113,0.6073325872421265
muffler,exhaust,675,4199,90,0.5739083912157324,0.6073325872421265
kcups,k,135,22364,67,0.5363331049556489,0.6072432994842529
transformers,cybertron,1229,120,44,0.7004057129987606,0.6072332262992859
jeans,jean,17763,10922,1306,0.5724613639173545,0.6071850061416626
soda,bicarbonate,3557,104,13,0.509565902894877,0.6071678400039673
harddrive,1tb,11,8184,10,0.5733597829495508,0.6071574687957764
arduino,tutorial,747,253,13,0.5523916586862446,0.6069957613945007
spades,ace,190,1643,19,0.5580943794477565,0.6068688631057739
ace,spades,1643,190,20,0.5633344791272415,0.6068687438964844
mixer,beater,6279,554,87,0.5551748658994555,0.6068550944328308
swimsuits,bathing,5702,10379,502,0.5461764922212681,0.6068134307861328
vivekananda,swami,73,80,16,0.7979085801483957,0.6067814230918884
mah,mahjong,1330,133,13,0.5566111331003927,0.6066899299621582
civilizations,ancient,105,1335,22,0.6259922464999464,0.6065772771835327
clock,alarm,17052,14351,1348,0.5559394563984384,0.606541633605957
alarm,clock,14351,17052,1128,0.5312288638195308,0.606541633605957
nikon,d750,2590,101,23,0.5894904458942197,0.6065371036529541
d750,nikon,101,2590,18,0.564119517830113,0.6065371036529541
corrector,straightener,3647,4402,152,0.5051425318692698,0.6065332293510437
mandarincompanion,chinese,15,4447,15,0.6337062103093203,0.6064760088920593
lafc,angeles,23,1293,10,0.642825823341657,0.6063987612724304
modge,podge,12,182,12,0.827494591085622,0.6063904166221619
patriots,nfl,1518,8463,171,0.5356749224507564,0.6063609719276428
bariatric,gastrectomy,791,79,19,0.6632091154182115,0.6063603162765503
walnuts,cashews,166,649,12,0.5801651203112338,0.606307327747345
polymailers,envelopes,61,7980,26,0.5610594257289779,0.6061042547225952
ubolts,u,16,9557,21,0.6152960421322052,0.6059903502464294
910,8010,272,141,14,0.6619450611648775,0.60589599609375
invitations,request,1790,210,15,0.5224368750839125,0.6058648824691772
lamps.,flashlight,16,8669,13,0.5721181024734424,0.6058530211448669
sunhats,hats,30,7591,11,0.524264774245742,0.6058120727539062
helping,hurting,551,512,10,0.5017230644369236,0.6057458519935608
hurting,helping,512,551,10,0.5017230644369237,0.6057458519935608
thetmos,thermos,15,2397,14,0.6660799581108283,0.6057165265083313
pruners,shears,110,2321,13,0.533212207160019,0.6057077050209045
xe3,x100f,14,45,14,0.925193095135997,0.605702817440033
essays,anthology,442,779,15,0.5280843445342066,0.6056625843048096
anthology,essays,779,442,15,0.5280843445342066,0.6056625843048096
oven,convection,15356,1293,235,0.5398078544357415,0.6056530475616455
detectors,radar,223,706,25,0.6320950762922221,0.6055288910865784
organicbone,bone,10,7003,14,0.6233682254649731,0.6054259538650513
blender,smoothies,5069,1884,195,0.5740774276245628,0.6053399443626404
dymo,d1,720,570,23,0.5596890062220101,0.6053314208984375
d1,dymo,570,720,20,0.5453963768171329,0.6053314208984375
parkinsons,arthritis,117,4495,27,0.5598279463454855,0.6052868366241455
macha,matcha,42,1748,62,0.7911054196230778,0.6052455306053162
airsoft,atairsoft,3945,83,12,0.5096413411144936,0.6052213907241821
bunjo,bungee,40,2233,12,0.5920566942688962,0.6052151322364807
atmos,heos,702,244,20,0.6026878841052584,0.6052075028419495
remedies,homeopathic,212,430,11,0.5820299637163692,0.6051996350288391
exerciser,strengthener,1158,395,25,0.5611263833069444,0.6050342321395874
partum,postpartum,187,2061,63,0.6755722843405962,0.6049708724021912
onesies,bodysuits,1876,2314,114,0.5698923352849377,0.6049175262451172
tarot,divination,1110,260,11,0.5093190544050522,0.6047903299331665
figures,visuals,4985,37,11,0.5375655420470135,0.6047477722167969
introductory,approach,167,1145,13,0.5516456578807305,0.6047207117080688
approach,introductory,1145,167,13,0.5516456578807305,0.6047207117080688
upside,reverse,436,4094,36,0.5070932526614459,0.6046797633171082
newbalance990,balance,10,11968,10,0.5555015136135019,0.6046618223190308
mailer,envelopes,475,7980,58,0.5046741539962165,0.6045984029769897
storm,stormtrooper,2532,349,26,0.5212795462972456,0.6045408844947815
try,not.,1817,178,19,0.5557796225806781,0.6044667363166809
torch,lighters,3265,530,33,0.500306754752127,0.6044638156890869
choper,slicer,40,3887,44,0.6967533525809133,0.604460597038269
touching,touchscreens,565,57,11,0.6476787227057217,0.6044373512268066
blackhawks,chicago,130,1798,23,0.5969395174643304,0.6044013500213623
firestickstick,fire,10,23601,15,0.5523899709539666,0.6043360233306885
birth,postpartum,1043,2061,62,0.5519507749791701,0.6043204069137573
rubiks,cube,102,13444,181,0.7138232716166713,0.6043072938919067
lube,#lubelife,1496,65,12,0.5866668616221525,0.6041945815086365
itz,z,15,8577,16,0.5980727758782307,0.6040802001953125
converters,inverter,153,3672,21,0.5296991280057595,0.60407954454422
badminton,racket,570,731,40,0.6179333721669062,0.6040573120117188
racket,badminton,731,570,60,0.6642851758433138,0.6040573120117188
neurotypical,autism,112,2215,15,0.549180223857131,0.6040520668029785
godmother,godson,583,54,11,0.6491113159453102,0.603941023349762
notepad,memo,1182,1312,36,0.5166848262377909,0.6038081049919128
bookends,ends,447,1692,41,0.5796621256363486,0.6037908792495728
ends,bookends,1692,447,35,0.562650071729531,0.603790819644928
zte,z982,871,124,17,0.6157091435963977,0.6037014126777649
glowstick,sticks,60,13300,21,0.5066155865929522,0.6036197543144226
backs,holdback,1421,160,22,0.5940818184539134,0.6035748720169067
coop,hen,860,574,32,0.5820411648857584,0.6035279631614685
airconditioner,furnace,14,1750,10,0.654979446880146,0.6035009622573853
holsters,glock,751,1762,31,0.5120854667083503,0.6034363508224487
katy,perry,124,1111,11,0.5559768981299252,0.6033698320388794
perry,katy,1111,124,11,0.5559768981299252,0.6033697724342346
vibrator,vibrations,1478,290,15,0.5139906822310889,0.6033462882041931
sd,sandisk,12795,2621,252,0.5070513520983755,0.6033395528793335
clitorial,vibrạtor,253,246,15,0.6381667935436398,0.6033127307891846
firestickstick,stick,10,37282,12,0.501406165626036,0.6032918691635132
20mg,mg,133,8479,28,0.5124883736431077,0.603248655796051
peddle,pedal,49,5073,38,0.6476089993144797,0.6032081842422485
brake,rotors,7587,912,113,0.5343867177148157,0.603044867515564
rotors,brake,912,7587,156,0.5718781052030222,0.603044867515564
aquarium,aquascaping,7701,37,12,0.5184611540251431,0.6029811501502991
16x25x1,dimensions,197,1327,16,0.5522567631286538,0.6028071045875549
janice,janis,30,91,11,0.8033828904023592,0.6027892827987671
throughput,48gbps,23,59,12,0.8576855227045858,0.6027806997299194
oxygen,oximeter,2764,911,61,0.5389765318758516,0.6027336716651917
oximeter,oxygen,911,2764,45,0.506555954636383,0.6027336716651917
vaccums,vacuum,116,27002,166,0.6396525085017186,0.6027318835258484
cental,central,15,1258,12,0.6906870818830505,0.6026948690414429
claybars,bar,18,45038,23,0.5146417399689732,0.6026635766029358
m5y1k,3551,125,104,12,0.7143271300389942,0.602662205696106
502,3710,298,65,13,0.6976487280385806,0.6026609539985657
564,3522,262,92,18,0.719384868997364,0.6026533246040344
aztec,mayan,694,136,11,0.5798371155314297,0.6025663614273071
sofas,sectional,1046,5151,130,0.5691552995260859,0.6025535464286804
youthtothepeople,people,12,6282,11,0.5940191218469663,0.602475643157959
dildo,vịbrạtor,756,68,10,0.6084988312064424,0.6023696064949036
vibrator,dildo,1478,756,26,0.5056249721265939,0.6023695468902588
dildo,vibrator,756,1478,80,0.6276720326173897,0.6023695468902588
bones,marrow,2502,118,11,0.5078847182555312,0.602368175983429
dressers,closets,360,1280,29,0.5762015304314806,0.6023586392402649
handwarmerz,warmers,16,1661,18,0.7130274335461351,0.6023440361022949
polorized,polarized,12,6912,12,0.596755199854495,0.6022614240646362
aquadoodle,doodle,20,3571,15,0.6293110186930129,0.6022337675094604
folders,file,4140,10088,303,0.51170470592608,0.6021919250488281
2+in+one+laptop+windows+10,windows,10,25309,10,0.508531522480563,0.6021795868873596
cider,vinegar,2445,3455,217,0.5966879199718385,0.6020688414573669
vinegar,cider,3455,2445,219,0.5978271595886621,0.6020688414573669
lkoi,olukai,13,115,12,0.8515411666284718,0.6020130515098572
63xl,4655,503,202,16,0.6133255091911255,0.6020024418830872
spf30,sunscreen,74,4043,47,0.6590639443643139,0.6018614172935486
oxigeno,oxygen,28,2764,25,0.6793487189746825,0.6018452644348145
yeasu,yaesu,12,110,12,0.8594393569129666,0.6018450856208801
pitching,baseballs,464,195,16,0.6208199089840798,0.6017698049545288
pregnacy,maternity,14,6203,12,0.5938416409329071,0.6017583012580872
blender,smoothie,5069,1935,139,0.5320446373166546,0.6017292141914368
cardiac,ekg,130,306,20,0.6984145027585118,0.6016800999641418
saxofon,saxophone,20,631,16,0.7481143390653603,0.6016700267791748
78a,ce278a,209,135,10,0.6461250687499908,0.6016572117805481
dildo,sex,756,4602,68,0.5278468041786827,0.6015830039978027
dildo,sẹx,756,323,11,0.519862233219977,0.6015830039978027
cukky,chucky,11,254,12,0.8118677745912727,0.6014296412467957
hijab,hajj,354,86,10,0.6413563961108194,0.6013849377632141
hajj,hijab,86,354,14,0.6767396531572645,0.6013849377632141
angels,heavenly,948,683,20,0.5155003383759132,0.601216733455658
deodorant,perspirant,6216,422,75,0.5588665445382759,0.6009668111801147
perspirant,deodorant,422,6216,49,0.5126431640589493,0.6009668111801147
.7,0.7mm,111,1639,17,0.5818798372382907,0.6009032726287842
harry,wizard,6249,1535,109,0.5062123964756517,0.600760817527771
dreamlight,lites,22,491,10,0.70634074411462,0.6006360054016113
mosturizer,moisturizer,16,8046,18,0.6102885218057084,0.600624144077301
